Tweets,HS
اوفففففر عااد الحريم مادري بهم شفاحه قله ادددب عيب والله,1
متفهميش ايه الفكره الموضوع بقي مريب والله,0
هيدا اسلوبهم بالحوار متل معلمهم معودين عحوار الصرامي,1
ايه كميه النفاق انا مفكر الزمالك اخد كاس العالم ايه عالم فاشله منافقه الاهلي طلع سنتين ورا نهائي افريقا دوري ابطال وكنتو بتقولو فريق فاشل الزمالك الاسباني يوصل لربع النهائي كانه اخد كاس العالم نفاق نفاق نفاق الاهلي الجميع,1
احنا ماعندنا جيش الكتروني مثلكم شغلهم الرد ومدفوع احنا نرد بدافع الوطنيه والردود القذره انتوا اللي تبرعون بحكم نشاتكم وتربيتكم والفاظكم اللي واضحه العالم,1
بتعجب الفانز حقي,0
انا بعرف منو اللي مزعلها اللي يخليها تلبس تنوره سكيني طويله لونها اخضر وتيشيرت لونه احمر وجاكيت لونه عنابي ارتفع ضغطي المنظر والله,0
ايه ورده مكانها البستان امتي تجمعنا حديقه واحده بقي,0
الارهاب السعودي مزابل التاريخ وكل مين بشد مشدها السؤال لماذا الاستهتار ويجب سوريا,1
عفوا عفوا,0
ايون,0
تايهين ويتجملون,0
هذي كلها بسب المجنسين والاجانب اللي منشرين الفيروس يخسون ويعقبون اخس عليهم حسيب رقيب هذي الاشكال التافه,1
وتجيك بتويتر تكتب الشاب السعودي شهواني,1
نائحه خلاص انكشفت دناءتك حتي الناس العاقله تعد ترد يعزز كلاب الحمارين نشتاق لرؤيتك لنكرمك,1
رحت جامعه الزاهر ونحن نزعل نادونا الدكاتره ياشباب,0
احبوووووووش,0
يبي لكم تتعلمون الثقافه بعدين تتفلسفون مجموعه البقر,0
ابا اسااااافر خلاص الوضع يحتمل ملل ملل ملل طفشاااااااان,0
الكلام حقيقه مجرد اشاعات,0
الهلال والاهلي كاس زايد لانديه الابطال قلت هالكلام لمعرفتي بشخصيه الهلال العظيمه نادي يملك شخصيه سواء حمار بسرج مذهب مبروك زعيم مبروك فخر العرب,1
البشر اخلاقهم غيبوبه مدي الحياه,0
المنطق الشرطه تقبض وتضربه دماغه يوقع يحطش منطق كده شعب جاهل متخلف مريض جبان,1
برضو خروفات,0
شاء اله انت تشوي النار كلب الاخوان جربوع جزمه السيسي اشرف واطهر منك عشيرتك الارهابيه النجسه وسيدك العثمانلي امان يالي وسيستمر السيسي تطهير مصر القاذورات امثالك حتي تفحموا كالذين قبلكم اتفو,1
القموا جمهور البلاستيك يهود عنصرين,1
انتا فلسطيني دخلك يازنخ ملكوف بالخليج جاحد وطنك مرتزقك كلب,1
خالد السعودي ابن الشرموطه دلال بلاد الدب الداشر ابو منشار المجرم الارهابي خادم وعبد الشراميط والعاهرات المعف,1
النصر يحتزم بجمهوره ورجالاته مسيار ابو دوري نقطي زيك الفتح تهايط عمك اللي داعس رايح جاي,1
ايفانكا كلنا ندري طقطقه ولاهي داريه هوي دارهم اللي يستحون سعوووووودي احرجوه واحرجوا اهله منجد تستح فافعل ماتشاء تربيه,0
مصر فيهاا ايه عصابه عاوزه الدبح واسمها حكوووومه وزيره الهجره المصريين بالخارج عايزين يصوتوا بدمائهم ويبحثون مشرط وانتي الصادقه احنا بنبحث ساطور نطير رقبه امثالك جري ايه حاجه صوتوا عليكي ساعه وسكتوا شيخه,1
وقت خطير ومضر وطعمه,0
يقولون كلام معروفين بالكويت اذناب ايران مخلفات الحراك قطيع الاخون وهالنوعيه اشوفها اخطر الكويت,1
ارحبي ارحبي,0
والله ياررررررررراجل طيب وقوات سوريا الديموقراطيه الارهابيه ايه ماهي امريكيه ايه,1
خاصيه حجب كامل,0
الارهاب اصله انتم عبيد بوتين وايران وبشار الحجش بشار وايران يشكلان خطر اسرائيل لمسحوهم ولكنهم يحمون حدود اسرائيل سنه وهم ودجال الضاحيه الخنزير حسن نصر نعال غسلي فمك بمطهر تتكلمين السعوديه مجرمه,1
النصر يحتزم بجمهوره ورجالاته مسيار ابو دوري نقطي زيك الفتح تهايط عمك داعس رايح جاي,1
شعب مريض نفسي حتي بالتويتر الكل شايف وعند البنات خرفان وعندي شيوخ ملطلطين هزلت,1
الترند,0
بايع الكليجا المزز حرام نقول عنهم مزز,0
بايع الكليجا لابوكم لابو جمعكم قليلين الاصل الرجال استحي التجمع اللي عنده وانتم حياء كراممه تتفووووو عليكم اشكالكم الوسخخخخه,1
الله يشيله واشكاله,0
ااخخيرا تحقق حلمي بدون انقلش صرت مبسوطه مرا كنت متخيله انو الانقلش هوا منكد عليا,0
مصريه شرموطه جوزها مسافر وكسها تعبان تغوي ابوه يلحس كسها وينيكها بعنف اروع يفوتكم,1
خرسي كلبه نوريه,1
والله وصدقتي اوفر مره خلاص صارت هذولي البنات عندهن اهل يخافون عليهن والله قله تربيه مايعرفون يربون بناتهم,1
تخسي السعوديه انقذت دول ايران معروف هدفها تبي تحكم العالم حامض البوزها الله الملكه اليمن الحين محكوم ايران وسوريا ماتو جوع السعوديه احتوت الاجئين وتكفلت فيهم وعمرت العراق سعود يحكمون بالشرع والقران ويخافون الله,1
ليكون قصدكم حلو,0
اكيد يعني الظاهر قرك هيموت النهارده,0
ايه جابر حرامي شاغل نفسك باسيادك واسياد اميرك المعتوه ليه خليك خيبتك وخيبت العزبه بتعتك انتم احت,1
فيس لانه يشابهاا,0
بايع الكليجا هلها,1
انا همسك تاني اللي عايز يخرج حياتي يتفضل,0
امير القلوب والاخلاق تريكه عشان يعلمه ازاي يتشرطوا الاهلي,0
ترا انا ابيع كليجا بايع الكليجا,0
ممنوع الهرووب,0
اقول ارقد,0
عبده الذكور اولي نسويه,1
انشهدن كيدهن عظيم,0
الله يفصل راسك جسدك درزي قذر,1
بيطلعلك تنتقد الشعب السوري جربان انتوا انجس قوم ابناء ابوجهل وابولهب رائحتكم نتنه ارائكم جهله,1
يابن الحلال زبال ويخسي هلالي وحتي علامي هلالي يقول الراي التافه بنشخ راسه ورايه,1
ليه تستاهل ماضر ضررها نفسها ايش دخلكم اللي بينها ربها اعوذ بالله البشر صاروا ماخذين وضعيه الله يحاسبون الناس افعالهم,0
دهيه توكسك بعيد الحيوان تربيه الزريبه عديم الدم والاحساس جتك القرف انت واللي زيك محسبوين علينا مصريين انشا الله دايما جيشنا قهركم وحرق دمكم,1
